invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I161496,C577245,Male,57,Food & Beverage,1,5.23,Debit Card,06-10-2022,Cevahir AVM
I281070,C958664,Female,53,Toys,3,107.52,Credit Card,31-03-2021,Viaport Outlet
I202792,C963729,Female,48,Clothing,5,1500.4,Debit Card,01-03-2023,Kanyon
I229689,C120639,Female,42,Clothing,2,600.16,Credit Card,04-09-2021,Mall of Istanbul
I271993,C144360,Female,42,Toys,2,71.68,Cash,10-11-2021,Kanyon
I167986,C340161,Male,22,Clothing,2,600.16,Cash,01-12-2021,Istinye Park
I287301,C202744,Female,51,Food & Beverage,1,5.23,Cash,08-01-2023,Kanyon
I333979,C866240,Female,57,Food & Beverage,3,15.69,Cash,15-09-2022,Metropol AVM
I132893,C320687,Male,38,Cosmetics,2,81.32,Cash,26-01-2022,Istinye Park
I117733,C124096,Male,62,Food & Beverage,5,26.15,Credit Card,15-03-2021,Kanyon
I612951,C938905,Male,69,Shoes,1,600.17,Cash,24-02-2022,Metrocity
I750777,C300523,Female,27,Food & Beverage,5,26.15,Credit Card,06-11-2021,Kanyon
I618767,C315412,Female,42,Clothing,1,300.08,Cash,12-10-2022,Kanyon
I316775,C248080,Female,52,Clothing,1,300.08,Credit Card,01-11-2022,Forum Istanbul
I289595,C206455,Female,63,Food & Beverage,1,5.23,Credit Card,09-02-2021,Zorlu Center
I302357,C926815,Male,25,Clothing,5,1500.4,Credit Card,11-05-2022,Mall of Istanbul
I237151,C333584,Male,59,Clothing,2,600.16,Credit Card,20-08-2022,Kanyon
I189261,C163301,Male,29,Cosmetics,5,203.3,Credit Card,22-02-2023,Istinye Park
I944302,C102575,Female,48,Cosmetics,5,203.3,Cash,11-08-2022,Zorlu Center
I177135,C654762,Female,54,Clothing,5,1500.4,Debit Card,30-01-2023,Kanyon
I504317,C143877,Female,38,Clothing,5,1500.4,Cash,24-03-2021,Metrocity
I101193,C298074,Female,69,Food & Beverage,5,26.15,Credit Card,04-05-2021,Viaport Outlet
I178746,C659135,Female,24,Food & Beverage,4,20.92,Cash,30-03-2021,Mall of Istanbul
I651307,C156683,Female,39,Clothing,3,900.24,Credit Card,03-11-2022,Kanyon
I303719,C134690,Female,29,Technology,5,5250,Cash,18-09-2022,Cevahir AVM
I231618,C273156,Male,40,Clothing,2,600.16,Credit Card,07-11-2021,Metropol AVM
I777006,C254359,Female,60,Cosmetics,2,81.32,Credit Card,23-03-2021,Istinye Park
I771180,C654036,Female,41,Souvenir,1,11.73,Debit Card,08-06-2021,Mall of Istanbul
I235851,C119504,Female,32,Clothing,4,1200.32,Credit Card,14-12-2022,Metropol AVM
I271043,C392733,Male,50,Clothing,5,1500.4,Cash,29-11-2021,Mall of Istanbul
I966712,C181301,Female,69,Souvenir,3,35.19,Credit Card,04-04-2021,Mall of Istanbul
I285686,C810843,Male,41,Clothing,4,1200.32,Credit Card,02-04-2022,Kanyon
I261435,C176985,Male,37,Clothing,2,600.16,Cash,17-10-2022,Metropol AVM
I186666,C680923,Female,32,Clothing,3,900.24,Credit Card,03-02-2022,Kanyon
I878464,C225787,Female,32,Food & Beverage,4,20.92,Credit Card,29-11-2021,Forum Istanbul
I941707,C302944,Female,55,Shoes,3,1800.51,Credit Card,13-02-2021,Forum Istanbul
I116614,C188084,Male,55,Clothing,1,300.08,Credit Card,10-03-2021,Mall of Istanbul
I187759,C140626,Male,39,Food & Beverage,1,5.23,Cash,28-07-2022,Zorlu Center
I263332,C699733,Male,21,Books,1,15.15,Credit Card,22-11-2022,Mall of Istanbul
I111017,C128201,Male,65,Clothing,2,600.16,Debit Card,13-08-2022,Metropol AVM
I147737,C654510,Female,24,Technology,2,2100,Cash,11-01-2021,Metropol AVM
I335747,C377145,Female,33,Cosmetics,4,162.64,Credit Card,21-02-2021,Metrocity
I167285,C357630,Female,40,Toys,4,143.36,Cash,02-10-2022,Kanyon
I991674,C270281,Female,59,Clothing,1,300.08,Credit Card,02-06-2021,Metrocity
I332005,C143934,Female,19,Books,4,60.6,Credit Card,17-01-2022,Kanyon
I151536,C744949,Male,42,Toys,1,35.84,Credit Card,25-09-2022,Metrocity
I445705,C603935,Female,64,Cosmetics,4,162.64,Debit Card,06-01-2021,Mall of Istanbul
I747491,C927738,Female,55,Clothing,1,300.08,Credit Card,23-01-2022,Zorlu Center
I165771,C596697,Female,60,Souvenir,2,23.46,Cash,25-08-2021,Metrocity
I284879,C147637,Female,33,Clothing,4,1200.32,Cash,27-05-2022,Metrocity
I136262,C109732,Female,30,Technology,3,3150,Credit Card,27-10-2021,Istinye Park
I133324,C886341,Female,69,Clothing,5,1500.4,Cash,17-05-2022,Mall of Istanbul
I318435,C173218,Male,34,Shoes,4,2400.68,Debit Card,24-12-2021,Metropol AVM
I314573,C408981,Male,30,Books,4,60.6,Debit Card,12-07-2022,Kanyon
I280282,C333154,Female,37,Food & Beverage,5,26.15,Cash,20-11-2021,Istinye Park
I515685,C186230,Male,21,Toys,4,143.36,Debit Card,27-03-2021,Metrocity
I241694,C318891,Male,43,Shoes,4,2400.68,Cash,26-04-2021,Metrocity
I261166,C882279,Female,60,Cosmetics,5,203.3,Credit Card,09-12-2022,Emaar Square Mall
I321841,C329993,Female,21,Clothing,5,1500.4,Credit Card,01-10-2022,Mall of Istanbul
I292883,C338878,Male,23,Souvenir,4,46.92,Debit Card,30-09-2022,Istinye Park
I540623,C336042,Female,38,Cosmetics,5,203.3,Credit Card,17-08-2021,Metrocity
I132734,C317372,Male,26,Cosmetics,2,81.32,Cash,11-02-2021,Istinye Park
I133926,C576605,Female,26,Toys,2,71.68,Credit Card,03-12-2022,Istinye Park
I446775,C135162,Female,49,Clothing,4,1200.32,Debit Card,14-01-2023,Mall of Istanbul
I180909,C114698,Female,24,Shoes,4,2400.68,Credit Card,26-02-2023,Zorlu Center
I196153,C207293,Female,31,Cosmetics,1,40.66,Cash,05-01-2022,Mall of Istanbul
I245312,C329316,Female,37,Shoes,4,2400.68,Cash,08-02-2021,Metropol AVM
I322684,C163640,Female,52,Books,1,15.15,Cash,24-06-2021,Forum Istanbul
I301864,C171010,Female,27,Food & Beverage,3,15.69,Cash,05-06-2022,Metropol AVM
I426757,C637786,Female,51,Souvenir,1,11.73,Credit Card,20-11-2022,Kanyon
I213283,C954778,Female,63,Cosmetics,2,81.32,Cash,11-01-2022,Kanyon
I249598,C247389,Male,37,Clothing,1,300.08,Credit Card,02-02-2022,Kanyon
I304948,C293408,Male,22,Souvenir,2,23.46,Cash,03-03-2022,Metrocity
I304505,C123660,Male,64,Toys,4,143.36,Cash,19-09-2022,Metropol AVM
I167581,C153303,Male,23,Food & Beverage,5,26.15,Credit Card,22-07-2021,Forum Istanbul
I104399,C109975,Female,62,Clothing,2,600.16,Credit Card,11-08-2022,Viaport Outlet
I436543,C121378,Male,60,Food & Beverage,4,20.92,Cash,14-04-2022,Mall of Istanbul
I280739,C317574,Male,22,Shoes,2,1200.34,Debit Card,05-04-2021,Mall of Istanbul
I507944,C137059,Female,27,Clothing,1,300.08,Cash,30-09-2022,Metrocity
I261637,C192381,Female,33,Cosmetics,5,203.3,Debit Card,25-09-2021,Metrocity
I179278,C132382,Female,50,Cosmetics,5,203.3,Cash,18-12-2022,Mall of Istanbul
I762885,C163154,Female,33,Shoes,3,1800.51,Debit Card,23-09-2021,Mall of Istanbul
I138872,C200194,Male,37,Cosmetics,2,81.32,Credit Card,16-10-2021,Mall of Istanbul
I182900,C152477,Female,59,Food & Beverage,3,15.69,Debit Card,16-01-2021,Mall of Istanbul
I250646,C313049,Female,68,Food & Beverage,1,5.23,Debit Card,30-07-2021,Istinye Park
I136569,C313513,Female,19,Clothing,5,1500.4,Cash,18-03-2021,Metrocity
I969507,C123703,Female,22,Shoes,3,1800.51,Cash,23-12-2021,Forum Istanbul
I115808,C554216,Male,51,Clothing,4,1200.32,Cash,03-08-2022,Kanyon
I223001,C159977,Male,35,Shoes,1,600.17,Cash,20-05-2021,Istinye Park
I252712,C865866,Male,18,Clothing,2,600.16,Cash,28-02-2023,Kanyon
I291921,C621096,Female,20,Food & Beverage,1,5.23,Debit Card,07-01-2021,Kanyon
I158028,C192952,Male,28,Books,5,75.75,Cash,24-07-2021,Mall of Istanbul
I201201,C225839,Female,45,Cosmetics,5,203.3,Cash,11-09-2021,Mall of Istanbul
I313885,C358151,Female,69,Shoes,3,1800.51,Credit Card,13-03-2022,Mall of Istanbul
I327196,C177891,Female,60,Shoes,1,600.17,Debit Card,17-05-2022,Metrocity
I112960,C145508,Male,27,Clothing,3,900.24,Cash,10-07-2022,Mall of Istanbul
I115757,C320089,Female,38,Clothing,5,1500.4,Cash,02-03-2022,Mall of Istanbul
I243146,C272279,Male,51,Clothing,1,300.08,Credit Card,04-01-2021,Metrocity
I645260,C137357,Male,67,Souvenir,2,23.46,Debit Card,05-02-2022,Kanyon
I154954,C321701,Female,46,Clothing,1,300.08,Credit Card,10-09-2021,Istinye Park
I295906,C181851,Female,53,Clothing,3,900.24,Debit Card,16-02-2022,Forum Istanbul
I226781,C234801,Male,47,Clothing,4,1200.32,Cash,03-11-2021,Metrocity
I169002,C709549,Female,31,Shoes,5,3000.85,Cash,17-02-2022,Metropol AVM
I268073,C209118,Male,50,Cosmetics,1,40.66,Debit Card,20-11-2021,Metropol AVM
I127184,C296156,Female,25,Clothing,2,600.16,Debit Card,10-10-2022,Emaar Square Mall
I192394,C299649,Male,34,Shoes,2,1200.34,Cash,26-07-2022,Kanyon
I131587,C235250,Female,20,Cosmetics,2,81.32,Cash,02-10-2022,Emaar Square Mall
I437134,C117866,Female,36,Toys,1,35.84,Credit Card,01-10-2021,Viaport Outlet
I308303,C741879,Female,36,Clothing,2,600.16,Credit Card,20-12-2022,Zorlu Center
I987661,C110843,Female,39,Cosmetics,3,121.98,Cash,05-11-2021,Mall of Istanbul
I187643,C112624,Male,62,Technology,5,5250,Credit Card,16-10-2022,Zorlu Center
I308105,C278873,Male,18,Food & Beverage,4,20.92,Credit Card,17-09-2021,Istinye Park
I707730,C425792,Female,35,Cosmetics,1,40.66,Credit Card,01-03-2021,Istinye Park
I975873,C210417,Male,18,Food & Beverage,2,10.46,Cash,13-01-2021,Istinye Park
I328532,C923724,Female,41,Toys,3,107.52,Cash,10-09-2022,Metrocity
I111807,C248945,Female,38,Shoes,5,3000.85,Debit Card,29-04-2021,Zorlu Center
I212316,C142655,Male,42,Food & Beverage,2,10.46,Credit Card,13-04-2022,Kanyon
I252614,C313052,Male,21,Cosmetics,1,40.66,Debit Card,21-10-2021,Kanyon
I157454,C587144,Male,58,Clothing,1,300.08,Cash,29-08-2022,Viaport Outlet
I153578,C271336,Female,30,Clothing,4,1200.32,Credit Card,03-08-2022,Istinye Park
I162230,C599749,Female,49,Cosmetics,1,40.66,Cash,24-01-2023,Mall of Istanbul
I258991,C405956,Male,51,Food & Beverage,4,20.92,Cash,09-07-2021,Zorlu Center
I327961,C252500,Male,65,Souvenir,2,23.46,Cash,24-02-2023,Cevahir AVM
I187874,C194270,Male,33,Books,4,60.6,Cash,21-01-2023,Mall of Istanbul
I318132,C253275,Male,39,Clothing,2,600.16,Cash,15-11-2022,Cevahir AVM
I835872,C156390,Female,61,Technology,3,3150,Credit Card,17-01-2021,Metropol AVM
I299354,C302047,Female,62,Technology,1,1050,Cash,06-11-2022,Mall of Istanbul
I277947,C284013,Male,39,Books,3,45.45,Cash,06-09-2021,Metrocity
I165959,C163069,Male,24,Clothing,2,600.16,Debit Card,05-07-2021,Metrocity
I315209,C330263,Female,40,Clothing,2,600.16,Debit Card,02-02-2023,Mall of Istanbul
I102737,C112982,Female,68,Technology,3,3150,Cash,09-08-2022,Mall of Istanbul
I223993,C318751,Male,47,Cosmetics,4,162.64,Credit Card,04-02-2023,Istinye Park
I294186,C223730,Female,42,Cosmetics,5,203.3,Debit Card,21-04-2021,Forum Istanbul
I235328,C931140,Female,35,Clothing,3,900.24,Credit Card,01-03-2022,Mall of Istanbul
I138254,C132596,Male,49,Toys,1,35.84,Cash,05-06-2021,Kanyon
I273166,C815110,Male,67,Food & Beverage,3,15.69,Credit Card,13-08-2021,Mall of Istanbul
I456351,C186279,Female,69,Souvenir,3,35.19,Credit Card,05-01-2022,Emaar Square Mall
I246030,C785726,Female,52,Cosmetics,1,40.66,Credit Card,15-03-2021,Mall of Istanbul
I125352,C207437,Female,51,Shoes,1,600.17,Debit Card,02-08-2022,Viaport Outlet
I338359,C811414,Female,53,Food & Beverage,4,20.92,Credit Card,02-08-2022,Mall of Istanbul
I150282,C234049,Female,33,Food & Beverage,1,5.23,Debit Card,28-03-2022,Metropol AVM
I237567,C136606,Female,28,Food & Beverage,2,10.46,Cash,05-01-2021,Metropol AVM
I147013,C146494,Male,37,Cosmetics,2,81.32,Credit Card,29-03-2022,Kanyon
I193831,C417563,Female,21,Clothing,3,900.24,Credit Card,19-12-2022,Mall of Istanbul
I236808,C739039,Female,66,Clothing,2,600.16,Debit Card,13-02-2021,Kanyon
I141055,C262302,Male,53,Cosmetics,1,40.66,Cash,16-12-2022,Kanyon
I266017,C326365,Female,37,Cosmetics,1,40.66,Debit Card,07-06-2021,Viaport Outlet
I286030,C328471,Female,25,Clothing,5,1500.4,Credit Card,25-09-2021,Emaar Square Mall
I653178,C176551,Female,27,Food & Beverage,5,26.15,Credit Card,09-01-2023,Kanyon
I937305,C201061,Female,34,Technology,3,3150,Debit Card,01-11-2021,Metrocity
I687382,C412274,Male,32,Clothing,1,300.08,Debit Card,08-05-2022,Mall of Istanbul
I652534,C243671,Male,19,Cosmetics,2,81.32,Credit Card,02-12-2021,Cevahir AVM
I126431,C316193,Female,25,Cosmetics,4,162.64,Cash,09-05-2021,Mall of Istanbul
I165801,C126904,Male,36,Clothing,3,900.24,Cash,13-11-2022,Kanyon
I245243,C282243,Female,61,Clothing,3,900.24,Cash,15-07-2022,Mall of Istanbul
I155589,C317277,Female,30,Shoes,2,1200.34,Credit Card,23-09-2022,Istinye Park
I282257,C215300,Female,19,Souvenir,2,23.46,Credit Card,04-04-2021,Kanyon
I226368,C117004,Male,27,Toys,4,143.36,Cash,02-01-2021,Cevahir AVM
I238899,C750318,Male,27,Clothing,2,600.16,Cash,13-04-2021,Metrocity
I171870,C111420,Female,39,Toys,3,107.52,Credit Card,01-08-2022,Istinye Park
I300117,C968038,Female,60,Clothing,3,900.24,Debit Card,03-01-2023,Metrocity
I389708,C202257,Female,38,Cosmetics,5,203.3,Cash,24-06-2022,Mall of Istanbul
I106688,C184839,Female,25,Food & Beverage,5,26.15,Credit Card,23-06-2021,Forum Istanbul
I233773,C103006,Male,31,Books,3,45.45,Credit Card,04-09-2022,Kanyon
I299435,C231573,Male,62,Clothing,5,1500.4,Debit Card,21-08-2021,Zorlu Center
I247839,C184299,Female,41,Clothing,1,300.08,Credit Card,17-02-2023,Kanyon
I124799,C168469,Female,22,Food & Beverage,3,15.69,Debit Card,28-04-2021,Kanyon
I624089,C959079,Female,59,Clothing,5,1500.4,Debit Card,22-03-2022,Istinye Park
I202846,C119189,Male,37,Books,3,45.45,Cash,08-06-2022,Mall of Istanbul
I230347,C696396,Female,42,Souvenir,1,11.73,Debit Card,27-01-2023,Kanyon
I338421,C312533,Male,25,Toys,4,143.36,Credit Card,09-06-2022,Mall of Istanbul
I337678,C924928,Female,36,Clothing,3,900.24,Credit Card,05-06-2022,Mall of Istanbul
I106826,C308568,Male,54,Cosmetics,3,121.98,Credit Card,27-12-2021,Istinye Park
I299547,C601645,Female,23,Food & Beverage,2,10.46,Debit Card,30-09-2022,Metrocity
I315422,C258243,Male,65,Souvenir,5,58.65,Debit Card,08-09-2021,Metrocity
I171015,C756132,Male,60,Clothing,5,1500.4,Credit Card,24-09-2021,Kanyon
I211362,C152164,Female,39,Cosmetics,5,203.3,Cash,18-01-2022,Metrocity
I154426,C208165,Male,48,Clothing,5,1500.4,Credit Card,23-01-2023,Metropol AVM
I314713,C101327,Male,52,Shoes,4,2400.68,Debit Card,03-06-2022,Viaport Outlet
I106860,C110523,Female,51,Food & Beverage,1,5.23,Cash,21-05-2022,Kanyon
I472508,C255441,Female,39,Cosmetics,3,121.98,Cash,28-06-2022,Viaport Outlet
I324738,C480221,Female,24,Cosmetics,5,203.3,Cash,03-09-2022,Mall of Istanbul
I240626,C655483,Male,30,Shoes,5,3000.85,Credit Card,08-05-2022,Kanyon
I250778,C227599,Male,55,Toys,1,35.84,Credit Card,16-01-2021,Metrocity
I698377,C294193,Female,50,Food & Beverage,1,5.23,Debit Card,11-11-2022,Metrocity
I260704,C110520,Female,23,Clothing,5,1500.4,Credit Card,02-03-2023,Metrocity
I155196,C415999,Male,64,Clothing,2,600.16,Cash,01-12-2021,Kanyon
I320839,C686642,Male,18,Food & Beverage,3,15.69,Credit Card,03-05-2021,Zorlu Center
I855195,C300922,Male,23,Clothing,3,900.24,Credit Card,21-09-2021,Mall of Istanbul
I264369,C169649,Male,57,Toys,2,71.68,Cash,11-10-2021,Metrocity
I673892,C284621,Male,24,Food & Beverage,4,20.92,Credit Card,30-11-2021,Kanyon
I277401,C251187,Female,27,Cosmetics,2,81.32,Credit Card,08-10-2021,Forum Istanbul
I325747,C266148,Female,33,Clothing,5,1500.4,Credit Card,05-10-2022,Metrocity
I130954,C282878,Female,52,Cosmetics,3,121.98,Cash,17-04-2022,Metrocity
I753083,C309317,Male,23,Toys,5,179.2,Credit Card,13-01-2022,Kanyon
I209313,C196170,Male,46,Clothing,2,600.16,Credit Card,17-06-2022,Metrocity
I294582,C102357,Female,23,Souvenir,1,11.73,Cash,17-10-2022,Metrocity
I131683,C203860,Male,49,Clothing,3,900.24,Credit Card,19-01-2021,Istinye Park
I887140,C240302,Female,53,Food & Beverage,3,15.69,Cash,27-01-2021,Emaar Square Mall
I186756,C187899,Male,22,Clothing,4,1200.32,Credit Card,13-07-2022,Metrocity
I264685,C137343,Female,44,Technology,4,4200,Debit Card,05-11-2022,Kanyon
I273212,C640694,Female,42,Books,4,60.6,Credit Card,12-02-2023,Metropol AVM
I167565,C759854,Female,38,Cosmetics,1,40.66,Cash,08-03-2023,Zorlu Center
I689076,C792244,Male,35,Shoes,1,600.17,Cash,03-04-2022,Metrocity
I136183,C423664,Female,59,Toys,5,179.2,Credit Card,06-09-2022,Mall of Istanbul
I161777,C766097,Female,52,Toys,2,71.68,Credit Card,28-02-2021,Mall of Istanbul
I549259,C670220,Female,40,Shoes,5,3000.85,Cash,21-06-2022,Metrocity
I258738,C247448,Female,33,Food & Beverage,1,5.23,Cash,21-06-2021,Metrocity
I285823,C476444,Male,39,Shoes,5,3000.85,Cash,13-03-2021,Zorlu Center
I192450,C281961,Male,49,Souvenir,5,58.65,Credit Card,24-02-2021,Metrocity
I145987,C148432,Male,52,Clothing,4,1200.32,Credit Card,01-04-2022,Viaport Outlet
I163797,C125685,Female,41,Souvenir,5,58.65,Debit Card,23-02-2022,Mall of Istanbul
I705401,C138556,Female,66,Clothing,3,900.24,Cash,10-01-2022,Metropol AVM
I187818,C240864,Female,55,Food & Beverage,2,10.46,Debit Card,03-07-2021,Viaport Outlet
I725048,C934207,Female,58,Food & Beverage,4,20.92,Cash,15-01-2023,Kanyon
I289270,C627455,Male,50,Clothing,5,1500.4,Cash,09-02-2021,Viaport Outlet
I848407,C115269,Female,46,Clothing,1,300.08,Credit Card,05-04-2022,Metrocity
I308594,C184417,Female,51,Food & Beverage,5,26.15,Debit Card,13-07-2022,Metrocity
I174999,C279856,Female,57,Cosmetics,5,203.3,Credit Card,10-03-2022,Metrocity
I610563,C196255,Female,24,Clothing,3,900.24,Credit Card,04-10-2021,Mall of Istanbul
I141691,C213664,Male,55,Toys,4,143.36,Credit Card,24-02-2022,Zorlu Center
I698669,C890244,Male,61,Books,5,75.75,Debit Card,19-04-2022,Istinye Park
I515200,C100463,Male,48,Food & Beverage,2,10.46,Credit Card,20-07-2021,Metropol AVM
I169264,C323685,Male,53,Shoes,3,1800.51,Debit Card,05-03-2022,Metropol AVM
I255149,C170261,Female,43,Food & Beverage,4,20.92,Credit Card,09-08-2022,Mall of Istanbul
I104790,C809045,Male,33,Cosmetics,1,40.66,Debit Card,24-06-2022,Istinye Park
I232938,C309110,Female,62,Souvenir,3,35.19,Debit Card,21-02-2021,Viaport Outlet
I175470,C209123,Male,69,Clothing,2,600.16,Debit Card,07-09-2021,Mall of Istanbul
I221703,C835531,Female,48,Technology,1,1050,Cash,15-05-2022,Forum Istanbul
I131648,C296567,Male,50,Souvenir,5,58.65,Credit Card,31-01-2021,Kanyon
I287445,C297779,Male,55,Food & Beverage,4,20.92,Cash,06-07-2022,Metrocity
I152507,C200367,Female,52,Technology,1,1050,Credit Card,14-05-2021,Emaar Square Mall
I265048,C296532,Male,37,Food & Beverage,5,26.15,Credit Card,16-02-2023,Metrocity
I238586,C165924,Female,43,Clothing,1,300.08,Credit Card,10-10-2021,Emaar Square Mall
I185018,C397797,Female,69,Shoes,5,3000.85,Cash,28-12-2021,Mall of Istanbul
I275348,C159901,Male,45,Toys,1,35.84,Credit Card,26-02-2022,Istinye Park
I219827,C297819,Female,50,Clothing,3,900.24,Cash,05-08-2022,Metropol AVM
I104058,C124321,Female,32,Shoes,2,1200.34,Cash,27-08-2022,Metropol AVM
I197354,C251300,Female,48,Cosmetics,5,203.3,Credit Card,27-09-2021,Viaport Outlet
I205335,C175006,Female,36,Toys,2,71.68,Cash,17-06-2021,Istinye Park
I446752,C283909,Female,52,Toys,1,35.84,Credit Card,15-11-2021,Kanyon
I176872,C161953,Male,55,Clothing,1,300.08,Credit Card,09-05-2021,Kanyon
I622113,C337550,Female,60,Clothing,1,300.08,Cash,27-03-2022,Kanyon
I302268,C281501,Female,64,Clothing,5,1500.4,Debit Card,03-11-2022,Forum Istanbul
I726482,C950897,Male,26,Clothing,2,600.16,Debit Card,29-01-2022,Kanyon
I294226,C198208,Female,34,Clothing,5,1500.4,Credit Card,16-04-2021,Metrocity
I933623,C100706,Female,43,Shoes,3,1800.51,Credit Card,24-01-2022,Mall of Istanbul
I883022,C186458,Female,68,Technology,5,5250,Credit Card,15-02-2022,Cevahir AVM
I189373,C225821,Female,66,Food & Beverage,3,15.69,Cash,02-03-2021,Istinye Park
I271318,C155225,Female,51,Books,2,30.3,Cash,20-04-2022,Metrocity
I137646,C162352,Female,43,Clothing,2,600.16,Cash,28-02-2023,Kanyon
I117651,C147700,Male,39,Cosmetics,5,203.3,Debit Card,31-10-2021,Istinye Park
I167926,C228581,Male,54,Clothing,2,600.16,Cash,02-01-2023,Mall of Istanbul
I141970,C296028,Female,45,Clothing,4,1200.32,Credit Card,07-01-2021,Metrocity
I108762,C163975,Female,40,Clothing,2,600.16,Cash,15-08-2021,Viaport Outlet
I137289,C161632,Female,27,Technology,3,3150,Cash,11-01-2022,Metrocity
I144146,C303915,Female,56,Clothing,1,300.08,Debit Card,19-10-2022,Kanyon
I482762,C199461,Female,60,Technology,5,5250,Credit Card,10-11-2022,Mall of Istanbul
I968642,C239035,Male,36,Books,4,60.6,Debit Card,11-09-2022,Mall of Istanbul
I280654,C149629,Female,23,Clothing,1,300.08,Cash,22-08-2022,Metropol AVM
I413623,C820997,Male,49,Toys,2,71.68,Cash,04-03-2021,Metrocity
I156491,C247699,Female,47,Clothing,4,1200.32,Credit Card,31-10-2021,Mall of Istanbul
I122111,C149811,Female,40,Cosmetics,2,81.32,Debit Card,31-03-2021,Metrocity
I173033,C983589,Male,28,Souvenir,4,46.92,Debit Card,26-08-2022,Metrocity
I177813,C247391,Female,31,Clothing,2,600.16,Credit Card,24-02-2023,Metropol AVM
I321558,C333823,Male,40,Souvenir,5,58.65,Credit Card,19-11-2021,Cevahir AVM
I244879,C771331,Male,33,Clothing,2,600.16,Debit Card,14-01-2021,Forum Istanbul
I172007,C313026,Female,53,Technology,5,5250,Credit Card,06-01-2021,Istinye Park
I333293,C271142,Female,57,Cosmetics,5,203.3,Cash,09-07-2021,Metrocity
I273471,C895213,Female,18,Clothing,5,1500.4,Credit Card,28-04-2021,Mall of Istanbul
I201818,C155599,Female,42,Clothing,4,1200.32,Cash,02-03-2021,Mall of Istanbul
I167023,C788280,Male,67,Clothing,1,300.08,Cash,15-03-2022,Mall of Istanbul
I865232,C114989,Female,58,Clothing,4,1200.32,Credit Card,24-12-2022,Mall of Istanbul
I841419,C274661,Female,20,Food & Beverage,2,10.46,Cash,26-11-2022,Kanyon
I179419,C192683,Female,19,Shoes,5,3000.85,Cash,05-04-2022,Istinye Park
